"Source Path","Destination Path","Size (Bytes)","Size (Human)","Time (ms)","Status","Error Detail"
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 029-1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 029-1.jpg","49908","48.74 KB","1.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 029-1_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 029-1_1.jpg","49908","48.74 KB","1.4","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 030-2.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 030-2.jpg","80190","78.31 KB","1.4","Failed","PermissionError: [WinError 5] Access is denied: '\\\\?\\T:\\Picture_Backup\\All_Pictures (Old PC Scan)\\2006-12-23\\Picture 030-2.jpg'"
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 030-2_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 030-2_1.jpg","80190","78.31 KB","1.2","Failed","PermissionError: [WinError 5] Access is denied: '\\\\?\\T:\\Picture_Backup\\All_Pictures (Old PC Scan)\\2006-12-23\\Picture 030-2_1.jpg'"
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 031.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 031.jpg","619307","604.79 KB","3.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 031_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-23\Picture 031_1.jpg","619307","604.79 KB","79.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006014-7.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006014-7.JPG","75684","73.91 KB","2.4","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006014-7_1.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006014-7_1.JPG","75684","73.91 KB","2.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006064.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006064.jpg","130916","127.85 KB","1.7","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006064_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006064_1.jpg","130916","127.85 KB","1.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006079.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006079.jpg","217706","212.60 KB","2.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006079_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\christmas2006079_1.jpg","217706","212.60 KB","2.7","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0502-6.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0502-6.JPG","2142453","2.04 MB","7.4","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0502-6_1.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0502-6_1.JPG","2142453","2.04 MB","7.6","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0503-9.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0503-9.JPG","2142010","2.04 MB","73.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0503-9_1.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0503-9_1.JPG","2142010","2.04 MB","7.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0504-6.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0504-6.JPG","2122855","2.02 MB","7.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0504-6_1.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0504-6_1.JPG","2122855","2.02 MB","74.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0541-6.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0541-6.jpg","659850","644.38 KB","4.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0541-6_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0541-6_1.jpg","659850","644.38 KB","4.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0559-9.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0559-9.JPG","2395349","2.28 MB","7.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0559-9_1.JPG","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\IMG_0559-9_1.JPG","2395349","2.28 MB","8.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 032.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 032.jpg","1928023","1.84 MB","69.6","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 032_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 032_1.jpg","1928023","1.84 MB","68.2","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 033.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 033.jpg","615930","601.49 KB","4.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 033_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 033_1.jpg","615930","601.49 KB","4.2","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 034.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 034.jpg","589501","575.68 KB","16.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 034_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 034_1.jpg","589501","575.68 KB","3.7","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 035.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 035.jpg","2036168","1.94 MB","7.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 035_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 035_1.jpg","2036168","1.94 MB","73.2","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 036.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 036.jpg","2285411","2.18 MB","8.7","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 036_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 036_1.jpg","2285411","2.18 MB","7.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 037.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 037.jpg","2123140","2.02 MB","72.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 037_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 037_1.jpg","2123140","2.02 MB","8.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 038.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 038.jpg","2034411","1.94 MB","8.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 038_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 038_1.jpg","2034411","1.94 MB","7.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 039.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 039.jpg","2089982","1.99 MB","72.7","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 039_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 039_1.jpg","2089982","1.99 MB","7.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 040.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 040.jpg","2148269","2.05 MB","8.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 040_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 040_1.jpg","2148269","2.05 MB","71.7","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 041.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 041.jpg","1890742","1.80 MB","7.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 041_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 041_1.jpg","1890742","1.80 MB","7.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 042.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 042.jpg","1863980","1.78 MB","7.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 042_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 042_1.jpg","1863980","1.78 MB","53.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 043.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 043.jpg","4291859","4.09 MB","12.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 043_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 043_1.jpg","4291859","4.09 MB","91.2","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 044.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 044.jpg","501899","490.14 KB","3.6","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 044_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 044_1.jpg","501899","490.14 KB","3.6","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 045.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 045.jpg","2000460","1.91 MB","6.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 045_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 045_1.jpg","2000460","1.91 MB","72.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 046.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 046.jpg","1842146","1.76 MB","7.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 046_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 046_1.jpg","1842146","1.76 MB","7.4","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 047.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 047.jpg","1839041","1.75 MB","6.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 047_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 047_1.jpg","1839041","1.75 MB","70.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 048.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 048.jpg","1769230","1.69 MB","7.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 048_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 048_1.jpg","1769230","1.69 MB","6.7","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 049.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 049.jpg","506132","494.27 KB","2.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 049_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 049_1.jpg","506132","494.27 KB","3.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 050.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 050.jpg","743076","725.66 KB","4.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 050_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 050_1.jpg","743076","725.66 KB","4.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 052.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 052.jpg","1850673","1.76 MB","7.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 052_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 052_1.jpg","1850673","1.76 MB","6.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 055.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 055.jpg","2536860","2.42 MB","8.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 055_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 055_1.jpg","2536860","2.42 MB","73.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 056.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 056.jpg","2320067","2.21 MB","7.7","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 056_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 056_1.jpg","2320067","2.21 MB","10.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 057.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 057.jpg","463059","452.21 KB","3.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 057_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 057_1.jpg","463059","452.21 KB","2.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 058.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 058.jpg","2356960","2.25 MB","7.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 058_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 058_1.jpg","2356960","2.25 MB","74.7","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 059.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 059.jpg","2045223","1.95 MB","8.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 059_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 059_1.jpg","2045223","1.95 MB","7.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 060.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 060.jpg","3539129","3.38 MB","78.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 060_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 060_1.jpg","3539129","3.38 MB","11.2","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 061.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 061.jpg","1992941","1.90 MB","7.6","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 061_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 061_1.jpg","1992941","1.90 MB","71.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 062.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 062.jpg","3141569","3.00 MB","9.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 062_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 062_1.jpg","3141569","3.00 MB","10.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 063.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 063.jpg","3829132","3.65 MB","86.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 063_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 063_1.jpg","3829132","3.65 MB","11.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 064.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 064.jpg","3533211","3.37 MB","75.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 064_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 064_1.jpg","3533211","3.37 MB","11.2","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 066.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 066.jpg","2678478","2.55 MB","74.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 066_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 066_1.jpg","2678478","2.55 MB","9.4","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 067.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 067.jpg","2204621","2.10 MB","7.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 067_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 067_1.jpg","2204621","2.10 MB","155.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 068.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 068.jpg","4150421","3.96 MB","14.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 068_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 068_1.jpg","4150421","3.96 MB","76.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 069.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 069.jpg","1989295","1.90 MB","7.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 069_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 069_1.jpg","1989295","1.90 MB","7.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 070.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 070.jpg","2389011","2.28 MB","70.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 070_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 070_1.jpg","2389011","2.28 MB","8.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 071.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 071.jpg","1808586","1.72 MB","6.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 071_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 071_1.jpg","1808586","1.72 MB","66.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 072.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 072.jpg","1671993","1.59 MB","7.1","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 072_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 072_1.jpg","1671993","1.59 MB","6.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 073.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 073.jpg","1812999","1.73 MB","6.3","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 073_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 073_1.jpg","1812999","1.73 MB","63.2","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 074.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 074.jpg","2034474","1.94 MB","7.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 074_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 074_1.jpg","2034474","1.94 MB","7.8","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 075.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 075.jpg","2393356","2.28 MB","73.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 075_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 075_1.jpg","2393356","2.28 MB","8.5","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 076.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 076.jpg","2309981","2.20 MB","8.4","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 076_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 076_1.jpg","2309981","2.20 MB","72.9","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 077.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 077.jpg","2093061","2.00 MB","8.0","Success",""
"T:/Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 077_1.jpg","B:/Temp_Working(T)\Picture_Backup\All_Pictures (Old PC Scan)\2006-12-24\Picture 077_1.jpg","2093061","2.00 MB","8.0","Success",""
